sector,area_m2,pisos,habitaciones,banos,antiguedad,garaje,precio
Quitumbe,158.1,1,2,2,7,1,118867.0
Centro Norte,166.9,1,3,1,9,1,182722.97
Gonzalez Suarez,171.5,3,3,2,24,1,228268.72
Quitumbe,109.6,1,3,2,7,0,77384.34
Centro Historico,149.2,1,2,3,1,1,147266.4
Conocoto,297.6,1,3,1,13,0,230670.76
Centro Historico,102.0,1,3,2,21,1,90686.88
Calderon,178.3,3,3,3,0,0,118197.92
Gonzalez Suarez,96.8,3,3,2,2,1,201685.76
La Carolina,104.2,2,4,1,6,0,128287.89
La Carolina,45.0,2,3,4,2,0,61964.44
Centro Norte,248.5,2,3,2,0,1,248098.12
Centro Historico,175.4,1,3,3,9,1,173775.4
Centro Historico,91.8,3,2,2,19,1,75593.16
Quitumbe,186.6,2,3,1,0,1,120733.21
Centro Norte,151.8,3,3,1,6,1,197811.89
Centro Norte,170.7,1,3,3,5,1,206706.75
Gonzalez Suarez,168.6,2,2,2,0,1,273406.82
Cumbaya,120.6,1,4,2,6,0,229154.13
Conocoto,64.4,1,3,2,8,1,43759.05
Gonzalez Suarez,148.4,2,5,2,3,1,258394.23
Carapungo,101.8,2,2,2,24,1,62534.7
Carapungo,67.9,2,3,3,10,1,38988.8
Conocoto,110.6,2,3,3,2,0,105466.72
Centro Norte,212.9,1,5,3,6,1,238747.98
Centro Historico,96.0,2,3,2,0,1,100962.15
Calderon,223.1,1,3,3,5,1,167775.02
Conocoto,133.5,2,3,4,9,0,144411.65
Conocoto,92.5,1,4,3,1,0,97139.15
Tumbaco,140.6,1,3,3,2,0,140306.8
Tumbaco,132.4,1,2,2,22,1,145531.97
Centro Historico,120.6,2,2,2,9,1,98342.59
Cumbaya,97.7,1,1,3,1,1,172087.18
Carapungo,132.0,2,3,2,17,1,84218.63
Centro Historico,188.6,1,3,2,24,1,147573.57
Cumbaya,145.5,1,2,2,5,1,271601.31
Tumbaco,135.9,2,3,2,3,1,153184.34
La Carolina,175.5,2,5,3,0,1,392349.7
Tumbaco,160.9,3,2,3,0,0,205237.57
Conocoto,265.6,1,3,3,5,1,270976.59
La Carolina,109.5,2,3,2,12,1,166572.47
Gonzalez Suarez,193.7,1,2,2,2,0,325547.8
Calderon,164.6,2,4,1,6,1,111870.0
Quitumbe,84.6,1,2,2,10,0,72623.3
Gonzalez Suarez,102.5,3,5,2,3,1,213522.42
Quitumbe,124.7,1,4,1,11,0,73846.09
Centro Historico,110.1,3,3,2,6,1,84424.98
Tumbaco,136.0,1,3,4,2,1,128440.18
Quitumbe,65.8,1,5,1,1,1,54057.96
Calderon,90.4,2,4,1,5,0,57453.83
Quitumbe,83.1,2,4,3,14,1,66409.16
Cumbaya,172.3,3,4,2,1,1,252826.06
Quitumbe,110.2,2,4,3,34,1,73338.31
Centro Norte,45.0,2,3,2,0,1,70083.9
Centro Historico,148.5,2,3,1,2,1,142738.52
La Carolina,157.3,1,3,2,2,1,260625.46
Quitumbe,151.4,2,4,1,8,1,115567.73
Centro Norte,180.4,1,4,1,16,1,226718.34
Centro Historico,125.9,2,3,2,8,1,97077.43
Centro Norte,147.9,2,2,1,0,1,202347.91
Centro Historico,124.8,2,5,2,5,1,119443.92
Quitumbe,95.0,3,1,3,10,1,67807.44
Quitumbe,206.5,1,3,4,19,1,185686.11
Gonzalez Suarez,200.2,3,3,3,23,1,330407.48
Tumbaco,122.5,2,3,3,10,1,120806.52
Carapungo,104.5,1,2,3,28,1,56532.57
Centro Norte,140.4,2,2,4,3,1,238185.44
Calderon,167.6,1,4,2,3,1,105060.66
Centro Historico,172.0,1,3,4,4,0,163048.76
Quitumbe,203.4,1,3,2,2,0,120154.3
Gonzalez Suarez,165.2,2,4,3,2,1,311175.69
La Carolina,82.7,1,4,2,7,1,140757.57
Centro Historico,168.6,2,5,2,0,1,178360.79
Centro Norte,80.3,2,2,2,5,1,88658.95
Cumbaya,106.3,2,2,3,6,1,142186.57
Cumbaya,114.6,2,5,2,2,1,195524.47
Calderon,56.7,3,2,4,1,1,45030.4
Tumbaco,90.8,2,3,1,13,1,110069.45
Calderon,207.9,1,2,2,1,0,107468.12
Tumbaco,108.5,1,3,2,1,0,100475.7
Calderon,127.0,2,2,2,3,0,62107.99
Cumbaya,85.5,2,2,3,19,1,175245.92
Calderon,146.8,1,3,4,24,1,76476.09
Cumbaya,133.6,3,3,3,2,1,218635.31
Tumbaco,153.9,1,3,2,7,0,173880.33
Centro Historico,179.6,3,2,2,8,1,171323.62
Centro Norte,171.1,3,3,1,10,1,210533.21
La Carolina,117.6,1,3,4,7,1,184988.84
Calderon,111.7,1,2,1,6,1,90258.47
La Carolina,103.4,2,5,2,11,1,153747.21
Quitumbe,188.2,1,3,3,13,1,139539.64
Calderon,159.1,1,3,2,4,1,112415.39
Carapungo,187.0,1,1,3,23,1,134775.57
Gonzalez Suarez,139.2,2,3,3,2,1,263556.09
Centro Historico,100.1,1,3,2,10,0,58861.73
Calderon,125.6,3,4,2,4,0,71721.57
La Carolina,128.7,2,3,2,1,1,261985.88
Centro Historico,158.4,2,3,2,1,1,159972.51
La Carolina,74.0,1,2,2,15,1,120564.21
Centro Historico,97.2,3,3,2,7,0,80645.76
Calderon,131.1,3,1,2,0,1,72073.24
Centro Norte,184.9,1,2,2,4,1,230193.35
Centro Historico,87.2,1,5,3,4,1,72029.73
Centro Historico,115.8,2,3,2,11,1,109980.79
Centro Norte,143.2,1,2,3,9,1,179783.13
Gonzalez Suarez,109.6,2,4,2,24,0,213817.09
Cumbaya,151.5,2,3,2,9,0,236745.1
La Carolina,45.0,2,2,3,5,1,87194.9
Quitumbe,147.6,3,2,2,0,1,115171.13
Centro Norte,154.5,3,2,3,16,1,187989.99
Tumbaco,131.7,3,4,1,0,1,157771.67
Conocoto,141.5,3,5,3,0,1,123180.01
Conocoto,116.5,2,1,2,4,0,122366.65
Calderon,101.5,1,3,2,3,1,77957.83
Gonzalez Suarez,194.2,1,2,2,7,1,357272.98
Quitumbe,176.5,2,3,1,2,1,125742.9
Centro Historico,68.4,2,4,2,0,1,53077.23
Centro Norte,70.2,1,3,3,1,1,99941.67
Quitumbe,106.2,2,2,3,0,1,83833.21
Centro Historico,206.0,1,5,1,1,1,191937.73
Centro Historico,174.0,2,2,3,8,1,129632.85
Tumbaco,68.7,1,3,3,16,1,84569.2
Calderon,227.3,1,4,1,3,1,137894.73
Tumbaco,149.3,2,3,2,0,1,184563.16
Centro Norte,166.0,1,4,2,9,1,210886.66
Centro Historico,146.5,1,3,2,3,1,133619.51
Carapungo,113.3,2,3,2,6,0,67973.8
La Carolina,73.0,1,5,1,12,1,107743.37
Gonzalez Suarez,120.4,1,2,4,0,1,186618.84
Carapungo,118.8,1,4,2,20,1,66560.77
Gonzalez Suarez,138.5,1,4,3,17,1,284486.47
Tumbaco,173.5,1,3,2,1,1,202960.36
Carapungo,99.4,2,2,4,12,1,54070.14
Calderon,140.0,2,5,1,3,1,96515.64
Calderon,223.2,2,3,1,12,1,172063.28
Conocoto,114.9,1,3,2,7,1,92771.33
Cumbaya,236.9,1,3,4,0,1,378272.5
Carapungo,148.5,2,3,3,26,1,105117.53
Quitumbe,120.7,2,3,3,10,1,86524.49
Carapungo,144.2,1,3,3,26,1,66708.88
Quitumbe,123.7,1,4,2,12,1,105730.8
Gonzalez Suarez,89.6,2,3,2,13,1,146467.52
Tumbaco,84.5,1,3,2,0,1,97160.97
Gonzalez Suarez,45.0,1,2,4,4,1,86571.08
Conocoto,137.1,1,3,1,1,1,113903.38
Quitumbe,90.9,2,3,3,4,0,60136.1
Quitumbe,86.5,3,2,1,1,1,66594.34
Centro Historico,173.3,2,2,2,2,1,151077.24
La Carolina,88.4,2,4,3,3,1,144173.46
Conocoto,176.6,3,4,2,6,0,143156.71
Gonzalez Suarez,143.1,3,2,3,4,1,352727.93
Tumbaco,139.3,1,3,3,9,1,150663.88
La Carolina,79.2,2,5,1,3,1,132323.52
Cumbaya,175.0,2,4,3,2,1,266402.11
Tumbaco,118.1,1,5,3,2,1,106883.9
Quitumbe,136.9,1,3,3,3,1,93911.04
Quitumbe,144.3,2,5,2,0,1,99178.98
La Carolina,266.6,1,4,2,9,1,345015.72
Cumbaya,234.8,3,3,2,23,1,450244.1
Centro Historico,151.2,2,4,2,6,1,145726.32
Carapungo,257.0,1,2,2,24,1,145659.87
Calderon,126.2,2,2,2,4,1,72216.74
Calderon,174.5,1,2,2,0,0,84776.66
Tumbaco,123.1,2,4,3,5,1,169213.77
La Carolina,224.6,2,3,4,9,1,329398.72
Centro Norte,118.8,2,3,4,20,0,131392.28
Calderon,140.0,1,4,2,28,1,108617.91
Calderon,193.1,1,4,3,3,1,173681.9
Cumbaya,179.7,2,2,3,24,1,252182.01
Quitumbe,223.7,1,4,1,8,1,152343.51
Centro Historico,163.0,1,3,2,17,1,136332.33
Quitumbe,94.1,2,1,1,12,1,62455.0
Carapungo,122.5,2,5,1,11,1,100166.18
Carapungo,54.5,2,3,1,1,1,38945.09
Carapungo,110.2,2,3,3,7,1,79508.35
Carapungo,128.8,2,3,3,1,1,85451.26
Centro Historico,204.7,2,5,4,0,1,207774.6
Calderon,224.7,1,3,3,0,1,128650.26
Tumbaco,72.6,2,3,2,7,1,90752.9
Calderon,119.4,2,3,2,10,1,69375.3
Carapungo,131.9,2,2,2,16,0,67429.73
Calderon,73.2,2,3,3,2,1,61793.71
Centro Norte,59.9,2,2,3,12,1,71408.03
Centro Historico,220.9,2,3,3,2,1,227072.71
Calderon,115.9,3,4,2,2,1,59516.61
Tumbaco,67.5,1,1,1,9,1,72514.04
Centro Norte,210.0,1,3,3,5,0,275174.46
Conocoto,162.3,2,2,3,4,0,129316.73
Centro Historico,194.2,2,5,3,0,1,157968.29
Conocoto,142.4,2,2,4,1,0,128697.6
La Carolina,89.7,1,2,2,12,1,141278.66
Tumbaco,122.6,1,4,2,1,1,141359.89
Carapungo,87.2,2,3,2,2,1,50397.07
Calderon,160.4,2,4,2,4,1,134841.83
Cumbaya,232.9,2,3,3,13,1,394468.62
Carapungo,193.6,1,1,3,5,0,101934.97
Tumbaco,147.4,2,4,4,11,1,192312.85
La Carolina,110.7,2,3,4,0,1,192837.91
Carapungo,75.9,1,3,2,7,1,47516.67
La Carolina,122.2,2,3,1,2,1,149658.8
Cumbaya,95.8,2,4,4,7,1,189250.46
Carapungo,45.4,2,2,2,25,1,30935.48
Centro Norte,79.5,2,2,2,9,0,83929.38
Cumbaya,120.9,3,5,2,3,0,163237.32
La Carolina,45.0,2,4,2,0,0,83570.42
Centro Historico,67.2,1,1,2,2,0,48750.11
Cumbaya,115.2,3,2,1,20,1,187784.45
Tumbaco,150.8,2,5,1,1,1,190319.76
Tumbaco,81.7,1,4,3,8,1,110833.14
Centro Historico,138.2,1,4,2,2,1,109088.18
Cumbaya,172.5,1,4,4,12,1,292536.89
Carapungo,190.0,2,3,2,3,1,103493.05
Quitumbe,146.7,1,2,3,3,1,104371.42
Calderon,146.9,2,4,2,1,1,82065.42
Tumbaco,176.8,2,4,2,4,1,238867.81
Quitumbe,128.6,3,3,3,19,1,75917.17
Cumbaya,162.1,2,3,2,6,0,215765.07
Tumbaco,217.5,1,1,4,0,1,251144.5
Cumbaya,163.1,2,1,4,3,0,312165.23
Conocoto,224.5,2,4,2,4,1,222325.12
Tumbaco,148.3,1,5,1,9,1,191643.45
Cumbaya,202.8,1,3,2,4,1,292082.82
La Carolina,141.6,2,4,1,7,0,205862.66
La Carolina,142.1,1,1,4,2,1,215372.83
Tumbaco,182.0,2,3,3,4,1,264775.29
Gonzalez Suarez,199.3,1,2,1,20,1,302233.83
Cumbaya,84.8,2,3,2,27,1,100803.08
Calderon,130.6,1,2,3,4,1,89188.2
Calderon,96.4,2,3,2,0,1,58410.82
Calderon,144.7,3,3,2,0,1,109993.28
La Carolina,124.0,2,2,2,10,1,185632.17
Conocoto,183.1,2,3,2,0,1,214040.96
Carapungo,99.1,1,3,2,2,1,71607.46
Gonzalez Suarez,45.0,2,4,2,7,1,81935.76
Conocoto,92.4,2,2,4,13,1,88813.07
Centro Norte,137.3,3,4,2,5,1,188463.31
Tumbaco,148.2,2,3,2,6,1,168456.21
Quitumbe,147.5,1,2,2,2,1,115296.59
Centro Historico,135.8,2,4,2,22,1,108579.94
Calderon,80.9,2,3,3,22,1,47199.14
Conocoto,216.6,3,2,3,6,1,194225.53
Carapungo,138.7,1,3,2,5,1,82438.46
Calderon,220.8,2,2,2,6,0,129973.73
Tumbaco,129.1,3,3,2,0,0,181300.27
Centro Norte,101.6,2,1,3,0,0,120873.99
La Carolina,187.0,1,2,1,0,0,263485.95
Cumbaya,150.6,2,3,1,1,1,236282.2
Conocoto,51.5,3,4,3,0,0,51284.36
Conocoto,184.7,2,3,4,12,1,182107.08
Tumbaco,113.3,1,4,2,4,0,125647.68
Centro Historico,90.9,1,5,1,8,1,69592.7
Carapungo,167.7,2,2,3,10,1,106055.29
Conocoto,204.5,1,3,1,1,1,163904.18
Centro Norte,131.4,1,3,2,1,1,187175.83
Centro Historico,189.4,1,2,3,3,0,146728.89
Carapungo,275.2,1,5,3,8,0,160442.42
Centro Historico,103.9,2,2,3,9,1,78408.39
Quitumbe,231.7,1,2,4,2,1,208569.19
Centro Norte,84.8,1,3,2,4,1,98148.63
Tumbaco,45.0,1,2,2,3,1,51648.77
Gonzalez Suarez,46.6,1,2,3,1,1,86801.02
Centro Historico,148.9,2,4,1,17,1,118722.86
Cumbaya,111.7,1,4,2,2,1,182463.97
Centro Historico,219.8,3,4,3,11,0,205326.95
Centro Norte,45.0,1,3,3,45,1,46893.14
Cumbaya,157.3,1,5,2,16,1,335798.92
Gonzalez Suarez,191.1,1,4,2,4,1,349546.08
Centro Historico,129.0,1,2,3,0,1,95804.24
Cumbaya,161.5,1,2,2,7,1,321870.79
Cumbaya,165.3,2,2,1,6,1,286022.57
Tumbaco,147.9,1,2,2,26,1,151240.58
La Carolina,91.7,2,2,2,5,1,147262.21
Carapungo,174.2,1,4,2,2,1,139125.41
Conocoto,202.0,2,4,2,4,1,172481.35
Conocoto,118.2,2,5,2,2,1,145109.35
Tumbaco,133.8,2,3,2,4,0,173941.32
Tumbaco,170.1,2,2,3,5,1,217484.96
Carapungo,187.4,1,5,2,9,1,124196.2
Tumbaco,162.7,2,3,2,0,0,200066.74
Cumbaya,74.5,2,3,2,23,0,109827.51
La Carolina,145.6,2,2,3,2,0,263103.5
La Carolina,125.8,2,2,2,3,1,211605.63
Centro Norte,129.3,1,3,2,10,1,152793.25
Conocoto,108.4,2,3,3,3,0,89665.57
La Carolina,136.2,2,3,4,8,0,270681.97
La Carolina,45.0,2,2,1,9,1,66945.34
Tumbaco,192.7,1,4,2,13,1,231575.12
Tumbaco,102.2,2,4,3,2,1,114147.42
Quitumbe,208.9,3,3,3,6,1,158156.99
La Carolina,216.9,3,2,1,22,1,330376.31
Gonzalez Suarez,139.7,1,2,2,10,1,279112.79
Conocoto,150.4,1,3,3,18,1,122018.69
Cumbaya,143.2,2,4,2,0,1,211539.49
Conocoto,75.2,2,2,4,2,1,56142.91
Gonzalez Suarez,159.9,1,2,2,21,1,273152.21
Carapungo,134.4,1,4,2,5,1,77811.71
Carapungo,83.3,2,3,2,7,0,44155.68
La Carolina,132.3,2,4,2,6,1,221854.91
Conocoto,134.3,2,2,2,9,1,137349.1
Cumbaya,165.9,2,3,2,15,1,289298.58
Centro Norte,141.4,2,3,1,16,0,157935.94
Carapungo,193.6,2,3,2,2,1,113164.61
Centro Historico,101.3,1,2,4,3,0,82326.34
Centro Norte,142.1,2,2,2,7,1,181980.08
Conocoto,56.2,3,5,2,3,1,51084.61
Calderon,196.8,3,2,2,3,1,149813.33
Tumbaco,156.9,1,3,2,9,1,169820.06
Conocoto,103.6,2,4,2,14,1,95523.76
Calderon,156.0,1,4,2,1,1,115895.29
Calderon,125.1,1,2,1,7,1,68500.46
Centro Historico,208.6,2,3,2,16,0,168588.27
Tumbaco,72.0,2,2,2,6,1,64668.11
Gonzalez Suarez,59.7,2,2,2,12,1,87363.35
Quitumbe,65.8,2,3,3,11,1,40754.27
Cumbaya,154.6,2,3,3,4,1,314955.43
Cumbaya,208.3,2,3,2,0,1,412107.32
Quitumbe,109.8,2,4,2,3,1,72661.73
Calderon,237.9,1,2,4,27,1,130018.47
Centro Historico,147.6,1,4,2,8,1,138292.63
Centro Historico,62.6,3,4,1,0,1,65919.43
Centro Historico,130.3,1,1,1,19,1,115407.16
Conocoto,186.0,1,2,3,1,1,198999.7
Centro Historico,115.1,2,2,3,19,1,93486.63
La Carolina,96.5,2,5,1,10,1,125136.33
Cumbaya,45.0,2,2,3,0,1,99232.35
Tumbaco,166.8,2,3,3,2,1,185210.75
Centro Historico,160.1,2,2,2,13,1,136773.82
Carapungo,147.6,2,4,3,15,1,100115.16
Carapungo,147.0,3,2,1,9,1,103962.48
Centro Norte,188.7,2,3,2,5,1,276213.12
Calderon,45.0,3,2,1,2,1,23433.18
Tumbaco,45.0,2,3,3,2,1,49883.69
Centro Historico,45.0,1,2,1,9,1,33922.13
Cumbaya,118.7,1,3,2,6,0,193997.3
Carapungo,242.9,2,5,2,0,1,168244.01
Calderon,73.0,2,3,1,12,0,52666.96
Quitumbe,96.7,2,3,3,36,1,64204.9
Calderon,121.7,2,3,4,3,1,94811.94
Centro Norte,216.8,2,4,2,4,0,280161.17
Cumbaya,122.8,2,3,2,8,0,206658.22
Carapungo,194.9,1,3,2,5,1,130660.55
Cumbaya,65.9,1,3,2,1,1,100267.97
La Carolina,176.8,3,5,1,1,0,232441.32
Calderon,67.9,1,3,1,1,1,41519.7
La Carolina,64.7,2,2,2,0,0,81061.58
Gonzalez Suarez,128.9,2,3,4,5,1,261852.35
Tumbaco,100.6,1,3,4,10,1,153510.06
Quitumbe,101.4,1,3,4,11,1,57297.76
Tumbaco,210.4,2,2,2,9,1,212392.5
Tumbaco,202.4,2,3,2,8,0,205435.85
Gonzalez Suarez,193.3,1,5,2,12,0,364220.62
Centro Historico,138.3,2,3,2,13,0,127801.46
Centro Historico,147.3,2,4,2,4,1,105523.84
Cumbaya,182.1,2,2,4,8,1,291206.03
Centro Norte,117.5,1,4,3,7,1,179499.01
La Carolina,139.1,2,2,1,7,1,182819.18
Gonzalez Suarez,154.0,2,2,1,7,1,201996.57
Calderon,113.5,2,4,2,8,1,67707.97
Centro Norte,223.1,2,4,2,12,1,316995.18
Carapungo,192.9,2,2,1,0,0,89535.85
Cumbaya,247.2,2,1,3,6,0,431451.6
Quitumbe,136.3,2,5,3,3,0,104024.61
Centro Norte,124.6,2,3,1,1,1,183820.53
Conocoto,48.0,1,2,2,4,1,50898.06
Carapungo,117.6,2,5,2,7,0,83425.33
Calderon,46.8,1,4,2,3,1,37997.07
Centro Historico,153.4,2,2,1,5,1,124334.09
Gonzalez Suarez,158.7,2,2,2,2,1,319338.8
Quitumbe,104.7,3,3,1,1,1,66387.98
Carapungo,45.0,1,3,3,8,0,24461.01
Centro Norte,56.6,2,2,4,2,1,65673.61
La Carolina,157.3,2,5,1,8,1,251189.71
Cumbaya,182.6,2,3,2,24,0,272662.11
Gonzalez Suarez,104.0,2,2,3,9,0,138801.17
Cumbaya,122.9,2,2,2,3,0,205019.41
Centro Norte,61.3,1,4,1,5,1,67812.53
Cumbaya,140.8,1,3,2,2,1,287017.73
Centro Historico,190.8,1,3,4,20,1,174238.23
Carapungo,115.0,1,3,1,5,1,63351.34
Centro Norte,119.3,2,4,3,8,1,155553.75
Centro Norte,215.7,1,2,2,24,1,202998.27
Cumbaya,191.7,2,3,2,12,1,350095.92
Cumbaya,224.1,1,3,3,14,0,319669.45
Conocoto,138.0,2,5,3,4,1,154241.22
Conocoto,89.9,3,2,3,1,1,76902.91
Tumbaco,115.9,1,1,3,1,1,113452.39
Conocoto,185.4,1,3,4,10,1,174508.36
Centro Norte,77.9,1,3,3,13,1,71544.66
Conocoto,85.2,2,4,2,19,1,77984.14
Centro Historico,152.0,2,3,2,0,1,154533.41
Conocoto,192.9,2,3,2,4,1,216822.62
Centro Historico,135.6,1,4,3,4,1,102610.78
Centro Historico,58.0,1,3,2,4,0,50732.46
Centro Historico,121.2,1,3,2,4,1,82140.23
Calderon,139.0,3,1,3,21,1,90861.68
Gonzalez Suarez,112.3,2,5,1,5,1,214844.21
Calderon,269.3,1,3,4,45,1,132738.32
Cumbaya,53.9,1,2,1,4,1,88175.56
La Carolina,262.1,3,3,2,6,1,364372.42
Centro Historico,170.8,2,5,3,8,1,177405.61
Centro Norte,188.7,2,4,3,5,1,252573.54
Centro Norte,166.8,2,4,4,14,1,268229.38
Cumbaya,72.6,1,4,2,4,1,104055.75
Calderon,88.8,2,2,1,2,1,57856.15
Gonzalez Suarez,208.2,2,5,3,11,0,333037.59
Cumbaya,104.0,1,3,1,8,1,136434.99
Conocoto,104.8,1,2,2,19,1,80115.76
Quitumbe,232.3,1,2,2,11,1,134465.48
Tumbaco,128.5,2,1,1,1,0,122374.02
Centro Historico,115.2,2,2,2,1,1,130317.21
Gonzalez Suarez,94.2,2,4,2,1,1,173869.22
La Carolina,118.5,2,3,3,9,1,145313.91
Tumbaco,61.5,2,3,4,9,0,65512.66
Quitumbe,106.9,2,1,3,8,1,87693.0
Centro Norte,109.1,1,3,1,0,0,160707.25
Centro Norte,102.3,1,5,2,0,1,181635.48
Carapungo,145.9,2,3,3,15,1,76855.13
Centro Norte,237.0,2,5,1,8,0,312235.13
Centro Historico,126.2,2,2,2,4,0,83968.1
Centro Historico,134.5,2,2,2,1,1,89880.86
Calderon,106.9,3,3,2,1,1,78973.72
Tumbaco,220.4,2,3,2,34,1,281364.59
Carapungo,127.6,3,3,3,0,1,73153.43
Centro Norte,230.2,1,3,3,3,0,301840.49
Tumbaco,131.7,1,4,1,9,1,160644.86
Tumbaco,178.3,2,5,2,6,1,204805.72
Calderon,45.0,1,3,3,7,1,25434.36
Conocoto,147.3,1,3,2,9,1,152335.72
Quitumbe,220.3,1,4,2,3,1,113501.29
Conocoto,250.9,2,4,3,9,1,240501.19
Gonzalez Suarez,110.2,2,2,2,1,1,168658.43
Tumbaco,142.7,2,3,2,3,1,212713.69
Tumbaco,155.8,3,3,3,19,0,148936.68
Quitumbe,77.1,3,3,2,5,1,53159.2
Tumbaco,94.8,1,2,2,6,0,111957.15
Centro Historico,98.0,1,3,4,2,1,98417.79
Gonzalez Suarez,45.0,3,5,2,0,1,95473.24
Carapungo,104.2,1,5,3,11,1,64827.94
Carapungo,141.7,1,2,3,11,1,73123.91
Quitumbe,165.6,2,1,4,9,1,135854.16
La Carolina,222.9,2,4,3,0,1,389021.64
La Carolina,188.8,1,3,4,13,1,253426.02
La Carolina,108.1,2,2,2,1,1,188966.74
Centro Norte,185.3,2,2,1,7,1,211776.86
Gonzalez Suarez,59.5,2,3,3,25,1,110403.79
Centro Historico,159.4,1,3,3,9,1,140458.13
Cumbaya,212.5,2,5,2,7,0,402910.39
Centro Norte,51.5,2,3,2,6,1,65821.98
Centro Historico,70.5,2,2,2,2,1,73702.51
Quitumbe,108.6,3,4,3,1,1,99942.71
Centro Norte,117.0,2,3,2,6,1,139388.23
Carapungo,120.2,2,3,4,2,1,63455.14
Cumbaya,176.0,3,3,2,5,1,403239.2
Centro Norte,161.8,2,2,2,12,0,174335.76
Gonzalez Suarez,161.7,3,4,1,0,1,220055.36
Cumbaya,130.3,2,3,2,2,0,224248.14
Gonzalez Suarez,135.9,2,3,1,0,1,232231.02
Centro Norte,83.0,1,3,1,2,1,102157.2
Carapungo,172.4,1,4,3,3,1,111090.96
Carapungo,162.8,2,3,3,0,1,70482.96
Centro Norte,86.7,2,4,2,0,1,128149.26
Tumbaco,118.9,1,3,4,10,0,123983.79
Centro Historico,201.1,2,3,3,27,1,205569.07
Cumbaya,152.1,3,2,2,5,1,279943.67
Carapungo,167.3,2,4,2,2,1,87843.44
Cumbaya,94.2,2,3,2,10,1,154097.98
Quitumbe,138.9,1,5,3,1,1,108349.38
Cumbaya,100.7,1,3,4,2,1,194072.0
Tumbaco,136.3,2,2,2,16,1,176654.33
Quitumbe,124.4,3,2,1,12,1,93376.35
Quitumbe,150.6,2,3,1,2,1,144240.62
La Carolina,159.1,2,2,1,16,0,272645.29
Centro Historico,170.6,1,1,1,34,1,127798.39
Calderon,126.2,2,5,4,2,1,81295.2
Quitumbe,151.7,1,3,2,1,1,113816.47
Cumbaya,126.9,2,2,3,0,0,198308.88
Calderon,148.0,1,3,2,20,1,85390.24
Cumbaya,188.8,1,2,4,3,1,446372.11
Quitumbe,192.4,1,1,3,1,0,113899.52
Calderon,141.8,2,2,1,12,1,105964.97
Quitumbe,157.0,1,3,3,8,1,95113.24
Centro Historico,45.0,2,2,3,10,1,34226.78
Calderon,109.5,1,3,2,8,1,68008.12
Cumbaya,181.3,2,4,2,0,0,254431.4
Centro Norte,109.9,1,2,2,4,1,130725.8
La Carolina,254.0,1,5,4,6,1,333592.23
Calderon,144.7,1,5,1,2,1,76949.81
Tumbaco,151.9,2,3,2,22,1,191012.24
Centro Norte,160.0,1,3,3,26,0,172122.06
Gonzalez Suarez,143.0,2,3,1,0,1,234605.52
Calderon,45.0,1,2,1,5,1,26098.53
Cumbaya,179.7,2,4,1,5,1,406090.66
Centro Norte,154.2,1,3,3,0,1,249137.13
Tumbaco,122.0,1,2,1,3,1,150875.79
La Carolina,106.9,3,3,2,0,0,144338.11
Centro Historico,122.1,2,4,2,1,1,110531.12
Cumbaya,213.9,1,3,2,14,0,363592.99
Tumbaco,184.5,1,5,1,32,1,188942.04
Quitumbe,132.9,1,3,4,3,1,91420.34
Gonzalez Suarez,85.8,2,2,3,2,0,153977.3
Gonzalez Suarez,203.2,2,2,3,0,1,452513.9
La Carolina,148.1,2,2,2,1,1,275905.28
Centro Historico,129.8,3,5,4,2,1,142511.38
Tumbaco,175.6,2,3,3,3,0,174052.63
Centro Norte,142.1,2,3,2,10,0,154582.22
Tumbaco,137.8,2,2,1,2,0,133444.18
Gonzalez Suarez,127.9,2,2,3,6,1,246006.05
Cumbaya,243.2,3,3,4,22,1,372343.53
Carapungo,156.7,1,2,2,5,1,95345.55
Tumbaco,201.1,1,3,3,2,0,203176.4
Carapungo,87.9,2,2,3,3,1,58645.12
Gonzalez Suarez,191.6,1,1,3,9,1,309430.26
Centro Historico,197.8,3,4,2,3,1,190623.88
Gonzalez Suarez,94.7,3,2,2,20,0,134380.6
Calderon,127.6,2,4,4,1,1,111959.16
La Carolina,208.1,2,3,4,4,1,292323.12
Cumbaya,136.0,1,2,3,8,0,239074.46
Cumbaya,145.9,1,2,2,6,1,170822.44
Conocoto,120.8,2,5,2,2,1,105602.34
Gonzalez Suarez,89.9,2,2,3,25,1,165731.16
Conocoto,69.6,2,4,3,1,1,59774.46
Tumbaco,45.5,2,1,2,10,1,66107.15
Quitumbe,181.0,2,4,4,2,1,112370.19
Cumbaya,150.8,1,1,4,5,1,270576.72
Quitumbe,45.0,1,3,2,6,1,35667.83
Centro Historico,112.5,2,2,2,7,0,91550.95
Conocoto,176.3,2,4,2,26,1,157591.19
Gonzalez Suarez,145.9,1,2,3,0,1,285324.05
La Carolina,154.7,2,4,1,0,1,257997.48
Gonzalez Suarez,129.8,3,5,2,6,1,258542.3
Calderon,150.9,2,5,1,1,0,111422.71
La Carolina,120.6,2,3,2,6,1,177084.54
Cumbaya,129.0,1,3,1,5,1,235388.62
Calderon,88.4,1,4,1,0,1,70766.09
Tumbaco,45.0,2,3,2,2,0,50069.49
Tumbaco,183.1,2,5,3,11,1,221012.34
Carapungo,225.4,1,4,1,0,1,149383.95
La Carolina,172.7,2,3,2,7,0,309646.65
Carapungo,169.2,3,3,2,2,0,110459.78
Calderon,123.4,2,2,3,18,1,64957.67
